Title,Abstract,Conclusion,Study_Area
Melting trends over the Greenland ice sheet 19582009 from spaceborne microwave data and regional climate models,"Abstract. To study near-surface melt changes over the Greenland ice sheet (GrIS) since 1979, melt extent estimates from two regional climate models were compared with those obtained from spaceborne microwave brightness tempera- tures using two different remote sensing algorithms. The results from the two models were consistent with those ob- tained with the remote sensing algorithms at both daily and yearly time scales, encouraging the use of the models for an- alyzing melting trends before the satellite era (1958?€?1979), when forcing data is available. Differences between satellite- derived and model-simulated results still occur and are used here to identify (i) biases in the snow models (notably in the albedo parametrization, in the thickness of a snow layer, in the maximum liquid water content within the snowpack and in the snowfall impacting the bare ice appearance in summer) and (ii) limitations in the use of passive microwave data for snowmelt detection at the edge of the ice sheet due to mixed pixel effect (e.g., tundra or rock nearby the ice sheet). The results from models and spaceborne microwave sensors con- firm a significant (p-value = 0.01) increase in GrIS surface melting since 1979. The melt extent recorded over the last years (1998, 2003, 2005 and 2007) is unprecedented in the last 50 yr with the cumulated melt area in the 2000?€?s being, on the average, twice that of the 1980?€?s.",,['Greenland']
Mesoscale predictability of the surprise snowstorm of 2425 January 2000,,,[]
Metamorphism of Arctic marine snow during the melt season Impact on albedo,The energy budget of Arctic sea ice is strongly affected by the snow cover. Intensive sampling of snow properties was,,"['sea ice', 'Arctic sea ice']"
Metastable highentropy dualphase alloys overcome the strengthductility tradeoff,,,[]
Meteorology and hydrology in Yosemite National Park A sensor network application,"Abstract. Over half of California?€?s water supply comes from high elevations in the snowmelt-dominated Sierra Nevada. Natural climate fluctuations, global warming, and the growing needs of water consumers demand intelligent management of this water resource. This requires a comprehensive monitoring system across and within the Sierra Nevada. Unfortunately, because of severe terrain and limited access, few measurements exist. Thus, meteorological and hydrologic processes are not well understood at high altitudes. However, new sensor and wireless communication technologies are beginning to provide sensor packages designed for low maintenance operation, low power con- sumption and unobtrusive footprints. A prototype network of meteorological and hydrological sensors has been deployed in Yosemite National Park, traversing elevation zones from 1,200 to 3,700 m. Communication techniques must be tailored to suit each location, resulting in a hybrid network of radio, cell-phone, land-line, and satellite transmissions. Results are showing how, in some years, snowmelt may occur quite uniformly over the Sierra, while in others it varies with elevation.",,"['National Park', 'Yosemite National Park', 'Sierra Nevada.']"
Method and apparatus for preventing a build up of snow or dust,,,[]
Method and apparatus for recycling cement kiln dust,,,[]
Methods for snowmelt forecasting in upland Britain,,,['Britain']
Methods of using settable compositions comprising cement kiln dust,,,[]
Microbeclay interactions as a mechanism for the preservation of organic matter and trace metal biosignatures in black shales,"Organic-rich, fine-grained sedimentary rocks, such as black shales, are important geochemical archives providing information on the evolution of seawater composition and biological activity over the past 3 billion years. While biological productivity and sedimentation rates greatly affect the organic matter content in these rocks, mechanisms linking these two processes remain poorly resolved. Here, we examine the interactions of clay minerals with the marine planktonic cyanobacterium Synechococcus sp. PCC 7002. We suggest that clays settling through the water column could influence carbon and trace metal burial in three ways: (1) the interaction of reactive clay surfaces with the bacterial cells increases organic matter deposition via mass increase in a seawater growth medium by several orders of magnitude; (2) reactive bacterial cells become completely encased within a clay shroud, enhancing the preservation potential of this organic matter; and (3) the trace metal content of the biomass buried along with metals sorbed to the clay particles contributes to the trace metal concentrations of the black shale precursor sediments. Significantly, our findings imply that the chemical composition of ancient, organic-rich, fine-grained deposits are not only archives of ancient seawater composition and redox state, but they also provide a record of the degree of biological activity in the water column through geological time.","This study had a number of aims, one of which was to investigate the role that clay minerals have in flocculating microbial cells from suspension. The addition of montmorillonite or kaolinite (in 5 g/L or 50 g/L concentrations) to a suspension of Synechococcus cells was found to dramatically increase settling rates of both cells and clay; cells were brought out of suspension within 15 min. In contrast, live Synechococcus cells were found to increase in concentration when no clay was added. Cell metabolism was not found to be a factor as both live and dead cell populations behaved in a similar manner in the presence of clay. These findings agree with previous work which reported the ability of clay to sediment microbial cells from suspension (e.g. Beaulieu et al., 2005). As cyanobacteria have been recognized as major contributors to the organic matter content of some organic-rich marine shale deposits (Ohkouchi et al., 2006), this depositional mechanism could account for the deposition of these organic-rich shale deposits. This would suggest an environment of deposition where large microbial populations, such as cyanobacterial blooms, could occur in addition to regular clay input, such as an estuary or other coastal regions, where events such as monsoons could transport large amounts of clay to the basin. In addition, kaolinite is known to be preferentially deposited close to shore and is associated with increased continental weathering (Thiry, 2000). The increased nutrient delivery is conducive to microorganisms (e.g. cyanobacterial blooms), and, in association with the kaolinite from continental weathering, would promote the formation of organic-rich deposits. This supports deltaic, estuarine, or related depositional setting for the formation of these organic-rich deposits. Kaolinite is also stable over long periods of time (compared to other clays, such as smectite; Thiry, 2000), suggesting that long-term cyanobacterial encasement is feasible.",[]
